coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
deepbrain chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storj,19 May 2017,25 May 2017,6.0,370.0,1,saas,15,30000000.0,30000000.0,1.0,0.5,N/A,0,82860,N/A,N/A,0.097,211542,0.08,0.11,1.71,1.76,-0.011,-0.518,0.009,-0.016
bottos,31 Dec 2017,30 Jan 2018,30.0,120.0,12,other,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,N/A,2.296,18592600,-0.1,-0.12,-1.97,-1.88,-0.161,-2.588,0.003,-0.008
nucleus vision,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
revain,21 Aug 2017,4 Sep 2017,14.0,268.0,2,saas,11,12513346.0,400.0,1.0,0.05,2356,0,6398,N/A,N/A,0.558,107140,0.26,0.38,6.0,6.08,0.091,0.218,0.015,-0.018
tenx,24 Jun 2017,24 Jun 2017,0.0,340.0,7,fintech,10,80000000.0,N/A,N/A,0.87,115,0,1717,N/A,N/A,53.943,303595,0.05,0.16,2.47,2.51,-0.135,-0.271,0.007,-0.018
delphy,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35214,-0.05,0.23,3.71,3.79,0.124,3.841,0.011,0.02
request network,13 Oct 2017,17 Oct 2017,4.0,225.0,5,fintech,6,32895000.0,N/A,N/A,0.06,13919,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
emercoin,N/A,N/A,N/A,N/A,12,other,11,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23,0.3,0.2,3.13,3.15,-0.022,-2.265,0.019,-0.013
scry.info,N/A,N/A,N/A,N/A,12,blockchain,N/A,42294000.0,42300000.0,1.0,0.15,13051,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
eosdac,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,108048,0.31,2.44,4.88,4.91,-2.172,-1.324,0.051,0.015
cindicator,12 Sep 2017,12 Oct 2017,30.0,230.0,2,blockchain,12,15000000.0,15000000.0,1.0,0.01,7972,0,38807,N/A,N/A,1.258,971989,-0.44,0.06,0.89,0.98,-0.142,-1.976,0.014,-0.019
iconomi,25 Aug 2016,29 Sep 2016,35.0,608.0,5,saas,26,10000000.0,N/A,0.85,0.11,N/A,0,912,N/A,N/A,1.433,14652,0.13,0.1,1.6,1.65,-0.095,-0.406,0.01,-0.017
aragon,17 May 2017,17 May 2017,0.0,378.0,5,saas,2,25000000.0,N/A,N/A,0.74,N/A,0,6785,N/A,N/A,1.054,2745280,0.28,0.09,1.43,1.52,0.011,0.488,0.007,-0.01
iht real esta...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
singularitynet,19 Dec 2017,19 Dec 2017,0.0,162.0,6,saas,9,32847814.0,32800000.0,1.0,0.1,15697,0,16485,N/A,N/A,14.2,17465100,0.09,0.0,0.08,0.12,-0.135,-9.206,0.002,-0.011
arcblock,3 Feb 2018,3 Feb 2018,0.0,116.0,1,blockchain,4,45000000.0,45000000.0,1.0,0.5,38546,0,32353,N/A,N/A,1.54,94865600,-0.38,0.07,1.09,1.23,-0.069,-0.953,0.0,-0.009
bitcoindark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,101409,0.39,0.32,5.01,5.05,-0.074,-7.535,0.012,0.009
time new bank,18 Nov 2017,23 Nov 2017,5.0,188.0,7,saas,10,8000000.0,N/A,N/A,0.02,25539,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
lympo,17 Feb 2018,28 Feb 2018,11.0,91.0,5,entertainment,11,16857899.0,12700000.0,1.0,0.0217,13057,0,6183,N/A,N/A,-0.258,176692,0.26,0.21,3.41,3.49,-0.072,4.5,0.028,0.04
game.com,N/A,N/A,N/A,N/A,12,gaming,N/A,N/A,N/A,N/A,0.15,2176,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruff,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,54736200,-0.08,-0.17,-2.77,-2.66,-0.036,-0.494,-0.002,-0.015
medibloc,27 Nov 2017,15 Dec 2017,18.0,166.0,7,saas,17,21271251.0,30000000.0,0.71,0.0088,5388,0,10541,N/A,N/A,1.26,645796,0.53,0.13,1.99,2.04,-0.39,-1.424,0.011,-0.003
enjin coin,3 Oct 2017,31 Oct 2017,28.0,211.0,7,entertainment,16,23000000.0,N/A,N/A,0.03,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
poa network,17 Nov 2017,17 Nov 2017,0.0,194.0,1,saas,19,12500000.0,12500000.0,1.0,N/A,10984,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
smartcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,957,0.17,0.15,2.3,2.33,-0.1,1.618,0.03,-0.016
gnosis,24 Apr 2017,24 Apr 2017,0.0,401.0,5,saas,10,12500000.0,N/A,1.0,29.85,N/A,0,67861,N/A,N/A,-1.0,22984,-0.01,-0.02,-0.32,-0.29,-0.961,9.559,0.007,-0.018
particl,16 Mar 2017,12 Apr 2017,27.0,413.0,12,other,N/A,750000.0,N/A,N/A,1.0,N/A,0,N/A,N/A,N/A,5.95,983921,-0.06,0.08,1.26,1.36,-0.212,-1.388,0.007,-0.022
metal,9 Jun 2017,9 Jun 2017,0.0,355.0,1,blockchain,7,N/A,N/A,1.0,0.18,205,0,32712,N/A,N/A,8.278,2843520,0.35,0.3,4.71,4.78,-0.237,-0.165,0.01,-0.015
vertcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14602,0.53,0.25,4.0,4.02,-0.039,-0.7,0.01,-0.016
sophiatx,7 Dec 2017,17 Dec 2017,10.0,164.0,6,saas,21,23470356.0,82300000.0,0.29,0.0716,5556,0,15562,N/A,N/A,5.361,2148170,0.35,0.08,1.19,1.26,-0.121,-0.165,0.005,-0.005
credits,15 Feb 2018,28 Feb 2018,13.0,91.0,7,saas,9,22570394.0,20000000.0,1.0,0.17,27242,0,18233,N/A,N/A,1.4,3014620,0.28,0.17,2.64,2.72,0.026,-1.006,0.013,-0.005
asch,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,933,0.12,0.22,3.5,3.57,0.053,-0.512,0.021,-0.0
sonm,15 Jun 2017,19 Jun 2017,4.0,345.0,2,saas,13,42000000.0,N/A,N/A,0.59,7983,0,273,N/A,N/A,-0.116,86186,-0.56,-0.1,-1.66,-1.59,-0.08,-2.735,0.005,-0.007
docademic,29 Jan 2018,15 Apr 2018,76.0,45.0,10,insurance services,13,1100000.0,N/A,N/A,0.017,6942,0,10463,N/A,N/A,0.388,716822,0.42,3.36,6.72,6.75,4.096,8.255,0.194,0.164
dent,12 Jul 2017,26 Jul 2017,14.0,308.0,3,telecommunications,8,1923507.0,28800000.0,0.07,0.0,1454,0,35619,N/A,N/A,0.0,71565,0.16,0.1,1.65,1.73,-0.169,-3.443,0.03,-0.024
santiment net...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bluzelle,18 Jan 2018,2 Feb 2018,15.0,117.0,7,saas,10,19500000.0,19500000.0,1.0,0.12,23344,0,32294,N/A,N/A,4.648,41214300,0.11,-0.0,-0.02,0.16,-0.654,-5.887,0.004,-0.028
boscoin,09 May 2017,10 May 2017,1.0,385.0,12,blockchain,17,17920000.0,N/A,N/A,0.044,N/A,0,N/A,N/A,N/A,18.93,27934,0.19,0.19,3.05,3.17,-0.05,-4.934,0.002,-0.026
smartmesh,29 Nov 2017,28 Dec 2017,29.0,153.0,7,saas,9,15691200.0,16800000.0,0.93,0.0167,21734,0,3724,N/A,N/A,0.868,1131310,0.39,0.15,2.32,2.42,0.049,1.0,0.013,-0.02
groestlcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11843,0.08,0.02,0.27,0.37,-0.041,-2.16,0.019,-0.009
digitalnote,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6579,0.03,0.14,2.29,2.37,0.017,-0.84,0.011,-0.021
ignis,5 Aug 2017,14 Oct 2017,70.0,228.0,5,other,3,15000000.0,21600000.0,0.69,1.05,N/A,0,26998,N/A,N/A,1.2,18762,0.26,0.07,1.16,1.2,-1.222,-3.698,0.007,-0.028
gamecredits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.28,0.22,3.5,3.51,-0.356,0.679,0.05,-0.019
genaro network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
raiden networ...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sirin labs token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
medishares,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,458726,0.31,0.22,3.5,3.61,0.19,4.075,0.014,-0.002
data,N/A,N/A,N/A,N/A,12,saas,N/A,37988300.0,38000000.0,1.0,0.0109,29963,0,N/A,N/A,N/A,0.884,3899000,0.11,0.02,0.36,0.46,-0.12,-0.745,0.006,-0.016
thekey,15 Jan 2018,15 Jan 2018,0.0,135.0,3,other,14,22000000.0,22000000.0,1.0,0.0352,74594,0,29039,N/A,N/A,-0.186,9008350,0.0,-0.07,-1.09,-0.85,-0.277,-3.472,-0.002,-0.015
po.et,N/A,N/A,N/A,N/A,1,saas,N/A,10000000.0,10000000.0,1.0,0.0064,8348,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dynamic tradi...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
blockv,19 Oct 2017,25 Oct 2017,6.0,217.0,1,saas,18,21599100.0,40000000.0,0.54,0.42,3712,0,6362,N/A,N/A,-0.948,492028,0.34,0.23,3.6,3.71,-0.014,-3.651,0.01,-0.021
jibrel network,27 Nov 2017,1 Jan 2018,35.0,149.0,6,blockchain,16,50000000.0,N/A,N/A,0.25,2176,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dew,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,7,0,N/A,N/A,N/A,0.0,7668990,-0.0,-0.03,-0.43,-0.27,-0.213,2.311,-0.003,-0.015
crypterium,31 Oct 2017,14 Jan 2018,75.0,136.0,5,fintech,15,51656963.0,47000000.0,1.0,1.5,34206,0,16262,N/A,N/A,0.54,183715,-0.38,-0.05,-0.75,-0.59,-0.294,-11.057,-0.003,-0.011
ubiq,N/A,N/A,N/A,N/A,12,other,4,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,40335,-0.14,-0.05,-0.79,-0.66,-0.032,0.142,0.011,-0.018
navcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
streamr datacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cube,16 Feb 2018,15 Mar 2018,27.0,76.0,4,saas,12,N/A,N/A,N/A,N/A,1648,0,5952,N/A,N/A,0.0,6757530,-0.13,0.0,0.04,0.22,-0.124,-2.5,-0.005,-0.015
iot chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
apex,01 Jan 2018,28 Jan 2018,27.0,122.0,12,blockchain,N/A,25000000.0,25000000.0,1.0,0.16,16038,0,N/A,N/A,N/A,0.055,9262900,0.4,3.21,6.42,6.67,-0.463,-6.085,-0.002,-0.041
ink,N/A,N/A,N/A,N/A,12,blockchain,N/A,15000000.0,15000000.0,1.0,0.13,10438,0,N/A,N/A,N/A,1.158,14267,0.12,0.1,1.63,1.77,0.071,-1.179,0.004,-0.016
origintrail,15 Jan 2018,17 Jan 2018,2.0,133.0,5,saas,11,21513600.0,21500000.0,1.0,0.1,10049,0,540,N/A,N/A,1.364,3901170,0.19,0.06,0.93,1.07,-0.184,-3.472,0.009,-0.005
ambrosus,22 Sep 2017,22 Oct 2017,30.0,220.0,6,insurance services,20,32507330.0,97800000.0,0.33,0.29,4214,0,16776,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tokenpay,7 Dec 2017,17 Jan 2018,41.0,133.0,7,blockchain,10,40948500.0,40900000.0,1.0,5.46,17412,0,N/A,N/A,N/A,-0.626,1515520,0.43,3.43,6.86,6.94,-0.365,-4.047,0.031,-0.037
bridgecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,28548,-0.08,0.19,2.96,3.06,-0.35,-6.17,0.022,-0.033
tomochain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,491166,-0.23,0.24,3.81,4.02,-0.282,-1.943,0.008,-0.029
crypto20,16 Oct 2017,30 Nov 2017,45.0,181.0,1,fintech,6,37698373.0,75000000.0,0.5,1.1,N/A,0,9531,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cybervein,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,534618,-0.1,-0.79,-1.58,-1.25,0.0,2.425,0.004,0.017
zebi,05 Mar 2018,31 Mar 2018,26.0,60.0,7,fintech,17,8561100.0,8600000.0,1.0,0.0333,15341,0,16141,N/A,N/A,2.483,5412550,0.14,1.11,2.22,2.4,-0.286,-4.434,0.001,-0.031
genesis vision,15 Oct 2017,15 Nov 2017,31.0,196.0,2,fintech,23,2836724.0,33000000.0,0.09,1.0,7981,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ethlend,25 Nov 2017,30 Nov 2017,5.0,181.0,5,blockchain,25,17860000.0,17900000.0,1.0,0.02,19144,0,45837,N/A,N/A,-0.069,728686,0.43,0.26,4.09,4.19,-0.298,-3.264,0.015,-0.028
bodhi,N/A,N/A,N/A,N/A,12,saas,12,N/A,N/A,N/A,0.37,2405,0,3152,N/A,N/A,0.742,136310,-0.61,0.1,1.62,1.77,-0.05,-3.953,0.011,-0.003
peercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.36,-0.24,-3.8,-3.49,0.045,-1.604,0.004,-0.023
ost,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,29195600,0.3,0.05,0.8,0.93,-0.137,-1.868,-0.0,-0.021
bitcore,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,445,0.08,0.08,1.29,1.34,-0.103,-3.802,0.016,-0.037
zclassic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35136,-0.49,-0.29,-4.62,-4.44,-0.075,-7.528,0.016,-0.025
primecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.26,0.13,1.99,2.05,0.06,-3.311,0.007,-0.015
experience po...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
telcoin,11 Dec 2017,30 Dec 2017,19.0,151.0,8,blockchain,19,25000000.0,25000000.0,1.0,0.001,20986,0,24812,N/A,N/A,5.031,842193,0.04,-0.05,-0.81,-0.67,-0.288,-1.066,-0.003,-0.014
burst,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3084,-0.08,-0.1,-1.54,-1.43,-0.074,-0.217,0.008,-0.01
edgeless,28 Feb 2017,21 Mar 2017,21.0,435.0,12,saas,0,2000000.0,N/A,N/A,0.04,1239,0,39708,N/A,N/A,-0.23,18692,0.26,0.18,2.87,2.94,0.031,-2.066,0.015,-0.014
red pulse,8 Oct 2017,8 Oct 2017,0.0,234.0,3,fintech,11,15000000.0,N/A,N/A,0.03,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
educare,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,858640,0.18,0.05,0.79,1.01,-0.164,3.509,0.006,0.008
republic prot...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
electra,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1555,0.38,0.3,4.7,4.72,-1.595,-2.321,0.243,-0.009
adex,30 Jun 2017,30 Jun 2017,0.0,334.0,2,fintech,16,10000000.0,N/A,1.0,0.24,4565,0,55851,N/A,N/A,3.417,5581960,-0.26,-2.08,-4.17,-3.77,-0.053,-2.028,-0.017,-0.02
salus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,882,0.12,0.23,3.6,3.66,-0.151,-0.142,0.032,-0.012
bread,16 Dec 2017,24 Dec 2017,8.0,157.0,6,blockchain,6,20021300.0,20000000.0,1.0,0.78,46528,0,54136,N/A,N/A,1.423,56455400,0.23,-0.03,-0.47,-0.29,-0.063,-3.066,-0.003,-0.024
rock,N/A,N/A,N/A,N/A,12,fintech,N/A,980399.0,10000000.0,0.1,2.89,1835,0,N/A,N/A,N/A,-0.942,1832920,-0.06,0.03,0.49,0.69,0.303,-4.132,0.003,-0.019
quantum resis...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pillar,15 Jul 2017,17 Jul 2017,2.0,317.0,4,saas,30,20000000.0,N/A,N/A,0.1,746,0,12567,N/A,N/A,-0.256,101274,0.24,0.07,1.03,1.2,-0.151,-0.84,0.01,-0.031
banca,26 Feb 2018,26 Feb 2018,0.0,93.0,7,other,17,20000000.0,20000000.0,1.0,0.002,9026,0,6877,N/A,N/A,-0.655,856596,0.06,0.27,4.21,4.34,-0.722,-4.453,0.035,0.012
trueusd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10643500,0.05,0.0,0.0,2.37,0.029,0.462,0.0,0.001
internet node...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
paypie,15 Oct 2017,16 Oct 2017,1.0,226.0,1,saas,11,26000000.0,26000000.0,1.0,0.37,4222,0,7687,N/A,N/A,-0.02,256062,0.06,0.15,2.35,2.44,0.011,-10.038,0.013,-0.034
hydro protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
eidoo,4 Oct 2017,16 Oct 2017,12.0,226.0,6,saas,5,27676992.0,51700000.0,0.54,2.3,5434,0,25420,N/A,N/A,0.035,39128,-0.02,0.15,2.37,2.62,-0.162,-4.075,0.003,-0.028
safe exchange...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,324695,0.2,0.1,1.63,2.74,0.004,0.462,0.001,0.001
daex,N/A,N/A,N/A,N/A,12,blockchain,N/A,N/A,N/A,N/A,0.13,12430,0,N/A,N/A,N/A,0.35,817700,-0.23,-1.82,-3.63,-3.27,0.169,-1.406,-0.013,-0.02
ripio credit ...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
airswap,10 Oct 2017,10 Nov 2017,31.0,201.0,1,fintech,4,12600000.0,12600000.0,1.0,0.3,4412,0,N/A,N/A,N/A,0.345,3654270,-0.15,0.06,0.95,1.17,-0.067,-1.217,0.005,-0.02
babb,6 Feb 2018,6 Mar 2018,28.0,85.0,4,fintech,13,20000000.0,20000000.0,1.0,0.0,14036,0,9289,N/A,N/A,0.0,286765,-0.01,0.23,3.64,3.78,-0.357,-0.613,0.024,-0.007
einsteinium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7895,-0.02,-0.16,-2.5,-2.34,0.041,-2.519,0.011,-0.022
oyster,N/A,N/A,N/A,N/A,12,other,15,N/A,N/A,N/A,0.03278,11340,0,N/A,N/A,N/A,-0.187,5964,0.22,0.26,4.19,4.22,-0.093,-2.142,0.054,-0.012
bitbay,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1376,0,N/A,N/A,N/A,0.0,35871,-0.25,-0.28,-4.38,-4.16,0.15,-2.708,0.009,-0.022
singulardtv,2 Oct 2016,2 Oct 2016,0.0,605.0,1,saas,0,7500000.0,N/A,N/A,0.02,265,0,36385,N/A,N/A,-0.067,165271,-0.14,-0.11,-1.72,-1.45,-0.097,-6.708,0.009,-0.032
cloakcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,152742,0.19,0.19,3.09,3.16,0.049,-2.84,0.016,-0.031
paypex,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14801,0.14,0.16,2.6,2.72,-0.235,-10.274,0.023,-0.051
wepower,1 Feb 2018,2 Feb 2018,1.0,117.0,7,saas,20,40000000.0,40000000.0,1.0,0.13,52173,0,35656,N/A,N/A,0.35,782690,-0.0,-0.04,-0.7,-0.52,-0.038,-0.632,-0.004,-0.024
gulden,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1325,0.23,0.13,2.07,2.15,-0.119,-4.358,0.009,-0.013
appcoins,13 Dec 2017,20 Dec 2017,7.0,161.0,7,saas,18,15300000.0,15300000.0,1.0,0.1,11869,0,27212,N/A,N/A,34.3,124119000,-0.07,-0.12,-1.97,-1.82,-0.106,-0.085,-0.008,-0.021
spankchain,N/A,N/A,N/A,N/A,1,entertainment,9,23750000.0,N/A,N/A,0.01924,N/A,0,289343,N/A,N/A,0.654,44095,0.47,0.31,4.85,4.95,-0.023,1.113,0.015,-0.018
district0x,18 Jul 2017,1 Aug 2017,14.0,302.0,1,saas,8,9000000.0,N/A,N/A,0.02,N/A,0,58497,N/A,N/A,-0.22,30593,0.46,0.16,2.56,2.66,-0.162,-3.198,0.015,-0.023
viacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,310728,0.26,0.1,1.62,1.73,-0.069,-2.783,0.009,-0.02
wagerr,1 Jun 2017,25 Jun 2017,24.0,339.0,10,saas,6,10000000.0,N/A,N/A,0.06,N/A,0,17043,N/A,N/A,0.141,120805,0.14,0.12,1.87,2.05,-0.23,-3.217,0.011,-0.01
bitcny,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2209,0.03,0.03,0.44,1.04,-0.136,-2.321,0.013,0.001
htmlcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,231,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ravencoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,171820,0.19,0.11,1.81,1.97,-0.435,-6.132,0.006,-0.029
minexcoin,15 May 2017,13 Jun 2017,29.0,351.0,12,fintech,N/A,N/A,N/A,N/A,N/A,2969,0,N/A,N/A,N/A,0.0,17365,0.51,0.32,5.01,5.11,0.075,2.16,0.016,-0.011
linkeye,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10037600,-0.24,-0.2,-3.2,-2.98,-0.049,2.226,-0.004,0.004
litecoin cash,N/A,N/A,N/A,N/A,4,fintech,1,N/A,N/A,N/A,N/A,3131,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
utrust,2 Nov 2017,20 Nov 2017,18.0,191.0,6,saas,26,21000000.0,21000000.0,1.0,0.07,13172,0,28080,N/A,N/A,1.993,3956620,0.34,0.08,1.25,1.37,-0.544,-4.274,0.001,-0.031
